x,T
0,0.338624
0.02,0.320984
0.04,0.304324
0.06,0.28858
0.08,0.273693
0.1,0.259607
0.12,0.246271
0.14,0.233639
0.16,0.221666
0.18,0.210312
0.2,0.199539
0.22,0.189311
0.24,0.179596
0.26,0.170363
0.28,0.161584
0.3,0.15323
0.32,0.145279
0.34,0.137704
0.36,0.130486
0.38,0.123602
0.4,0.117033
0.42,0.110762
0.44,0.10477
0.46,0.099042
0.48,0.093562
0.5,0.0883159
0.52,0.0832901
0.54,0.0784718
0.56,0.0738489
0.58,0.06941
0.6,0.0651445
0.62,0.061042
0.64,0.0570931
0.66,0.0532886
0.68,0.0496199
0.7,0.0460789
0.72,0.0426579
0.74,0.0393496
0.76,0.0361159
0.78,0.032932
0.8,0.0297935
0.82,0.0266965
0.84,0.0236366
0.86,0.0206098
0.88,0.0176119
0.9,0.0146387
0.92,0.0116862
0.94,0.00875024
0.96,0.00582662
0.98,0.00291125
1,0
