x,T
0,0.598071
0.02,0.585226
0.04,0.572432
0.06,0.559688
0.08,0.546994
0.1,0.534348
0.12,0.521749
0.14,0.509198
0.16,0.496693
0.18,0.484232
0.2,0.471816
0.22,0.459443
0.24,0.447113
0.26,0.434824
0.28,0.422576
0.3,0.410368
0.32,0.398198
0.34,0.386066
0.36,0.37397
0.38,0.361911
0.4,0.349886
0.42,0.337895
0.44,0.325937
0.46,0.31401
0.48,0.302115
0.5,0.290249
0.52,0.278411
0.54,0.266601
0.56,0.254817
0.58,0.243059
0.6,0.231325
0.62,0.219615
0.64,0.207926
0.66,0.196258
0.68,0.18461
0.7,0.172981
0.72,0.161369
0.74,0.149774
0.76,0.138194
0.78,0.126628
0.8,0.115075
0.82,0.103534
0.84,0.0920032
0.86,0.0804821
0.88,0.0689693
0.9,0.0574635
0.92,0.0459637
0.94,0.0344686
0.96,0.0229771
0.98,0.011488
1,0
