x,T
0,0.680307
0.02,0.666152
0.04,0.652029
0.06,0.637938
0.08,0.623877
0.1,0.609848
0.12,0.595848
0.14,0.581878
0.16,0.567936
0.18,0.554023
0.2,0.540137
0.22,0.526278
0.24,0.512446
0.26,0.498639
0.28,0.484858
0.3,0.471101
0.32,0.457369
0.34,0.443659
0.36,0.429972
0.38,0.416308
0.4,0.402665
0.42,0.389042
0.44,0.37544
0.46,0.361857
0.48,0.348293
0.5,0.334747
0.52,0.321219
0.54,0.307708
0.56,0.294212
0.58,0.280732
0.6,0.267267
0.62,0.253816
0.64,0.240379
0.66,0.226954
0.68,0.213541
0.7,0.200139
0.72,0.186749
0.74,0.173368
0.76,0.159996
0.78,0.146633
0.8,0.133278
0.82,0.11993
0.84,0.106588
0.86,0.0932519
0.88,0.0799209
0.9,0.0665942
0.92,0.0532711
0.94,0.0399508
0.96,0.0266327
0.98,0.013316
1,0
