x,T
0,0.633431
0.02,0.620036
0.04,0.606684
0.06,0.593373
0.08,0.580103
0.1,0.566873
0.12,0.553682
0.14,0.540531
0.16,0.527417
0.18,0.514341
0.2,0.501301
0.22,0.488297
0.24,0.475327
0.26,0.462392
0.28,0.449491
0.3,0.436621
0.32,0.423784
0.34,0.410978
0.36,0.398201
0.38,0.385454
0.4,0.372736
0.42,0.360045
0.44,0.34738
0.46,0.334742
0.48,0.322129
0.5,0.309539
0.52,0.296973
0.54,0.28443
0.56,0.271908
0.58,0.259406
0.6,0.246924
0.62,0.234461
0.64,0.222016
0.66,0.209588
0.68,0.197176
0.7,0.184779
0.72,0.172396
0.74,0.160026
0.76,0.147669
0.78,0.135323
0.8,0.122987
0.82,0.110662
0.84,0.0983442
0.86,0.0860345
0.88,0.0737315
0.9,0.0614341
0.92,0.0491416
0.94,0.0368528
0.96,0.024567
0.98,0.012283
1,0
