x,T
0,0.770642
0.02,0.75495
0.04,0.739274
0.06,0.723615
0.08,0.707971
0.1,0.692343
0.12,0.676731
0.14,0.661133
0.16,0.64555
0.18,0.629982
0.2,0.614427
0.22,0.598887
0.24,0.58336
0.26,0.567846
0.28,0.552345
0.3,0.536856
0.32,0.521379
0.34,0.505915
0.36,0.490462
0.38,0.47502
0.4,0.459589
0.42,0.444168
0.44,0.428758
0.46,0.413357
0.48,0.397966
0.5,0.382584
0.52,0.367211
0.54,0.351847
0.56,0.33649
0.58,0.321142
0.6,0.3058
0.62,0.290466
0.64,0.275139
0.66,0.259818
0.68,0.244503
0.7,0.229194
0.72,0.21389
0.74,0.198592
0.76,0.183297
0.78,0.168008
0.8,0.152722
0.82,0.137439
0.84,0.12216
0.86,0.106884
0.88,0.09161
0.9,0.0763384
0.92,0.0610686
0.94,0.0458002
0.96,0.0305328
0.98,0.0152662
1,0
