x,T
0,0.513619
0.02,0.499709
0.04,0.486145
0.06,0.472918
0.08,0.460017
0.1,0.447433
0.12,0.435158
0.14,0.423183
0.16,0.411499
0.18,0.400099
0.2,0.388975
0.22,0.377978
0.24,0.367073
0.26,0.356258
0.28,0.345531
0.3,0.334891
0.32,0.324335
0.34,0.313861
0.36,0.303469
0.38,0.293154
0.4,0.282917
0.42,0.272754
0.44,0.262663
0.46,0.252643
0.48,0.242691
0.5,0.232805
0.52,0.222982
0.54,0.213221
0.56,0.203518
0.58,0.193873
0.6,0.184281
0.62,0.174742
0.64,0.165252
0.66,0.155809
0.68,0.146411
0.7,0.137055
0.72,0.127738
0.74,0.118458
0.76,0.109213
0.78,0.0999996
0.8,0.0908153
0.82,0.0816576
0.84,0.0725239
0.86,0.0634116
0.88,0.054318
0.9,0.0452404
0.92,0.0361762
0.94,0.0271228
0.96,0.0180774
0.98,0.00903735
1,0
