x,T
0,0.0875912
0.02,0.0652752
0.04,0.0490912
0.06,0.0371891
0.08,0.0283409
0.1,0.021706
0.12,0.0166955
0.14,0.012889
0.16,0.0099827
0.18,0.0077539
0.2,0.00603815
0.22,0.0047129
0.24,0.00368619
0.26,0.00288864
0.28,0.00226758
0.3,0.0017829
0.32,0.00140389
0.34,0.00110696
0.36,0.000873946
0.38,0.000690799
0.4,0.000546639
0.42,0.000433013
0.44,0.000343341
0.46,0.00027249
0.48,0.000216447
0.5,0.000172071
0.52,0.000136899
0.54,0.000108997
0.56,8.68418e-05
0.58,6.92356e-05
0.6,5.52331e-05
0.62,4.40883e-05
0.64,3.52113e-05
0.66,2.81356e-05
0.68,2.24914e-05
0.7,1.79858e-05
0.72,1.43861e-05
0.74,1.15076e-05
0.76,9.20324e-06
0.78,7.35592e-06
0.8,5.87227e-06
0.82,4.67766e-06
0.84,3.71229e-06
0.86,2.92813e-06
0.88,2.2864e-06
0.9,1.75563e-06
0.92,1.31006e-06
0.94,9.2838e-07
0.96,5.92697e-07
0.98,2.87707e-07
1,0
