x,T
0,0.58194
0.02,0.569328
0.04,0.556772
0.06,0.544271
0.08,0.531822
0.1,0.519427
0.12,0.507083
0.14,0.494791
0.16,0.482549
0.18,0.470356
0.2,0.458211
0.22,0.446114
0.24,0.434064
0.26,0.422059
0.28,0.410099
0.3,0.398183
0.32,0.386309
0.34,0.374478
0.36,0.362686
0.38,0.350935
0.4,0.339222
0.42,0.327547
0.44,0.315908
0.46,0.304305
0.48,0.292735
0.5,0.281199
0.52,0.269695
0.54,0.258222
0.56,0.246778
0.58,0.235363
0.6,0.223975
0.62,0.212613
0.64,0.201276
0.66,0.189962
0.68,0.178671
0.7,0.167401
0.72,0.156151
0.74,0.144919
0.76,0.133705
0.78,0.122506
0.8,0.111322
0.82,0.100152
0.84,0.0889935
0.86,0.0778458
0.88,0.0667075
0.9,0.0555772
0.92,0.0444537
0.94,0.0333356
0.96,0.0222215
0.98,0.0111101
1,0
