x,T
0,0.796085
0.02,0.779943
0.04,0.763814
0.06,0.747698
0.08,0.731595
0.1,0.715504
0.12,0.699425
0.14,0.683357
0.16,0.667302
0.18,0.651258
0.2,0.635225
0.22,0.619203
0.24,0.603191
0.26,0.58719
0.28,0.571199
0.3,0.555218
0.32,0.539246
0.34,0.523284
0.36,0.50733
0.38,0.491386
0.4,0.47545
0.42,0.459522
0.44,0.443603
0.46,0.427691
0.48,0.411786
0.5,0.395889
0.52,0.379999
0.54,0.364115
0.56,0.348238
0.58,0.332367
0.6,0.316502
0.62,0.300642
0.64,0.284787
0.66,0.268938
0.68,0.253094
0.7,0.237254
0.72,0.221418
0.74,0.205586
0.76,0.189757
0.78,0.173932
0.8,0.15811
0.82,0.142291
0.84,0.126475
0.86,0.110661
0.88,0.0948483
0.9,0.0790377
0.92,0.0632284
0.94,0.0474204
0.96,0.0316131
0.98,0.0158064
1,0
