x,T
0,0.260355
0.02,0.240767
0.04,0.222792
0.06,0.206277
0.08,0.191088
0.1,0.177105
0.12,0.164219
0.14,0.152335
0.16,0.141365
0.18,0.131231
0.2,0.121863
0.22,0.113196
0.24,0.105173
0.26,0.0977402
0.28,0.0908501
0.3,0.0844588
0.32,0.0785264
0.34,0.0730164
0.36,0.0678952
0.38,0.0631323
0.4,0.0586996
0.42,0.0545713
0.44,0.0507236
0.46,0.0471347
0.48,0.0437845
0.5,0.0406545
0.52,0.0377277
0.54,0.0349881
0.56,0.0324212
0.58,0.0300135
0.6,0.0277525
0.62,0.0256266
0.64,0.023625
0.66,0.0217379
0.68,0.0199559
0.7,0.0182704
0.72,0.0166734
0.74,0.0151575
0.76,0.0137158
0.78,0.0123416
0.8,0.0110291
0.82,0.0097725
0.84,0.00856658
0.86,0.0074064
0.88,0.00628732
0.9,0.00520502
0.92,0.00414522
0.94,0.00309797
0.96,0.0020601
0.98,0.00102849
1,0
