x,T
0,0.493927
0.02,0.479425
0.04,0.465316
0.06,0.451586
0.08,0.438225
0.1,0.425219
0.12,0.412558
0.14,0.400231
0.16,0.388226
0.18,0.376535
0.2,0.365147
0.22,0.354052
0.24,0.343243
0.26,0.332709
0.28,0.322443
0.3,0.312308
0.32,0.302268
0.34,0.292323
0.36,0.28247
0.38,0.272706
0.4,0.263029
0.42,0.253436
0.44,0.243925
0.46,0.234494
0.48,0.22514
0.5,0.21586
0.52,0.206652
0.54,0.197513
0.56,0.18844
0.58,0.179432
0.6,0.170484
0.62,0.161595
0.64,0.152762
0.66,0.143981
0.68,0.13525
0.7,0.126567
0.72,0.117928
0.74,0.10933
0.76,0.100771
0.78,0.0922473
0.8,0.0837566
0.82,0.0752957
0.84,0.0668616
0.86,0.0584515
0.88,0.0500623
0.9,0.0416911
0.92,0.0333349
0.94,0.0249907
0.96,0.0166555
0.98,0.00832623
1,0
