x,T
0,0.324324
0.02,0.306355
0.04,0.289457
0.06,0.273554
0.08,0.258579
0.1,0.244467
0.12,0.231162
0.14,0.218608
0.16,0.206757
0.18,0.195564
0.2,0.184984
0.22,0.17498
0.24,0.165513
0.26,0.156552
0.28,0.148063
0.3,0.140017
0.32,0.132386
0.34,0.125145
0.36,0.118271
0.38,0.111739
0.4,0.105529
0.42,0.0996221
0.44,0.0939989
0.46,0.0886422
0.48,0.0835357
0.5,0.0786642
0.52,0.0740133
0.54,0.0695693
0.56,0.0653197
0.58,0.0612524
0.6,0.057356
0.62,0.0536201
0.64,0.0500345
0.66,0.0465898
0.68,0.0432771
0.7,0.0400879
0.72,0.0370143
0.74,0.0340488
0.76,0.0311842
0.78,0.0284139
0.8,0.0256882
0.82,0.0230033
0.84,0.0203551
0.86,0.0177396
0.88,0.0151525
0.9,0.0125898
0.92,0.0100475
0.94,0.0075214
0.96,0.0050075
0.98,0.00250172
1,0
