x,T
0,0.701671
0.02,0.68716
0.04,0.672678
0.06,0.658224
0.08,0.643796
0.1,0.629395
0.12,0.61502
0.14,0.600671
0.16,0.586346
0.18,0.572046
0.2,0.55777
0.22,0.543518
0.24,0.529288
0.26,0.515081
0.28,0.500896
0.3,0.486732
0.32,0.472589
0.34,0.458466
0.36,0.444363
0.38,0.430279
0.4,0.416214
0.42,0.402167
0.44,0.388137
0.46,0.374124
0.48,0.360127
0.5,0.346146
0.52,0.332181
0.54,0.318229
0.56,0.304292
0.58,0.290368
0.6,0.276457
0.62,0.262559
0.64,0.248672
0.66,0.234795
0.68,0.22093
0.7,0.207074
0.72,0.193227
0.74,0.179389
0.76,0.165559
0.78,0.151737
0.8,0.137921
0.82,0.124111
0.84,0.110307
0.86,0.0965077
0.88,0.0827128
0.9,0.0689217
0.92,0.0551336
0.94,0.0413481
0.96,0.0275643
0.98,0.0137819
1,0
