x,T
0,0.423963
0.02,0.407977
0.04,0.392584
0.06,0.377756
0.08,0.363469
0.1,0.349696
0.12,0.336415
0.14,0.323603
0.16,0.31124
0.18,0.299305
0.2,0.287779
0.22,0.276645
0.24,0.265886
0.26,0.255484
0.28,0.245426
0.3,0.235697
0.32,0.226281
0.34,0.217167
0.36,0.208341
0.38,0.199792
0.4,0.191508
0.42,0.183478
0.44,0.175691
0.46,0.168138
0.48,0.160809
0.5,0.153695
0.52,0.146787
0.54,0.139991
0.56,0.13328
0.58,0.126653
0.6,0.120104
0.62,0.113631
0.64,0.107229
0.66,0.100895
0.68,0.0946256
0.7,0.0884167
0.72,0.0822647
0.74,0.0761659
0.76,0.0701164
0.78,0.0641125
0.8,0.0581506
0.82,0.0522267
0.84,0.0463372
0.86,0.0404782
0.88,0.0346459
0.9,0.0288365
0.92,0.0230463
0.94,0.0172713
0.96,0.0115078
0.98,0.005752
1,0
