x,T
0,0.301676
0.02,0.283155
0.04,0.265868
0.06,0.24972
0.08,0.234624
0.1,0.220501
0.12,0.20728
0.14,0.194893
0.16,0.183282
0.18,0.17239
0.2,0.162167
0.22,0.152566
0.24,0.143544
0.26,0.13506
0.28,0.127078
0.3,0.119563
0.32,0.112484
0.34,0.105811
0.36,0.0995181
0.38,0.0935784
0.4,0.0879688
0.42,0.0826673
0.44,0.0776534
0.46,0.072908
0.48,0.0684132
0.5,0.0641524
0.52,0.0601099
0.54,0.0562713
0.56,0.0526229
0.58,0.0491519
0.6,0.0458463
0.62,0.0426949
0.64,0.0396872
0.66,0.0368133
0.68,0.034064
0.7,0.0314305
0.72,0.0289046
0.74,0.0264787
0.76,0.0241454
0.78,0.021898
0.8,0.01973
0.82,0.0176353
0.84,0.0155885
0.86,0.0135727
0.88,0.0115838
0.9,0.00961793
0.92,0.00767131
0.94,0.00574006
0.96,0.00382032
0.98,0.00190824
1,0
