x,T
0,0.535316
0.02,0.522201
0.04,0.509383
0.06,0.496857
0.08,0.484614
0.1,0.472648
0.12,0.460838
0.14,0.449109
0.16,0.437459
0.18,0.425887
0.2,0.414393
0.22,0.402975
0.24,0.391632
0.26,0.380363
0.28,0.369166
0.3,0.358041
0.32,0.346985
0.34,0.335997
0.36,0.325077
0.38,0.314221
0.4,0.303429
0.42,0.2927
0.44,0.282031
0.46,0.27142
0.48,0.260867
0.5,0.250368
0.52,0.239923
0.54,0.22953
0.56,0.219186
0.58,0.208889
0.6,0.198639
0.62,0.188432
0.64,0.178267
0.66,0.168141
0.68,0.158054
0.7,0.148001
0.72,0.137982
0.74,0.127995
0.76,0.118036
0.78,0.108104
0.8,0.0981974
0.82,0.0883131
0.84,0.0784491
0.86,0.0686032
0.88,0.0587732
0.9,0.0489568
0.92,0.0391518
0.94,0.0293559
0.96,0.0195668
0.98,0.00978226
1,0
