x,T
0,0.365482
0.02,0.348413
0.04,0.332178
0.06,0.316727
0.08,0.302016
0.1,0.288001
0.12,0.274642
0.14,0.261902
0.16,0.249746
0.18,0.238142
0.2,0.22706
0.22,0.216469
0.24,0.206345
0.26,0.196661
0.28,0.187393
0.3,0.17852
0.32,0.17002
0.34,0.161873
0.36,0.154061
0.38,0.146566
0.4,0.139371
0.42,0.132461
0.44,0.12582
0.46,0.119435
0.48,0.113292
0.5,0.107378
0.52,0.101682
0.54,0.0961913
0.56,0.0908965
0.58,0.0857868
0.6,0.0808526
0.62,0.0760847
0.64,0.0714742
0.66,0.067013
0.68,0.0626932
0.7,0.0584531
0.72,0.0542752
0.74,0.0501555
0.76,0.0460898
0.78,0.042074
0.8,0.0381038
0.82,0.0341751
0.84,0.0302837
0.86,0.0264256
0.88,0.0225966
0.9,0.0187924
0.92,0.015009
0.94,0.0112422
0.96,0.0074879
0.98,0.00374187
1,0
