x,T
0,0.798712
0.02,0.782523
0.04,0.766347
0.06,0.750183
0.08,0.734032
0.1,0.717893
0.12,0.701766
0.14,0.68565
0.16,0.669545
0.18,0.653452
0.2,0.637369
0.22,0.621297
0.24,0.605235
0.26,0.589184
0.28,0.573142
0.3,0.55711
0.32,0.541087
0.34,0.525073
0.36,0.509068
0.38,0.493071
0.4,0.477083
0.42,0.461103
0.44,0.445131
0.46,0.429166
0.48,0.413209
0.5,0.397259
0.52,0.381315
0.54,0.365378
0.56,0.349447
0.58,0.333522
0.6,0.317603
0.62,0.301689
0.64,0.28578
0.66,0.269876
0.68,0.253977
0.7,0.238083
0.72,0.222192
0.74,0.206305
0.76,0.190422
0.78,0.174542
0.8,0.158665
0.82,0.14279
0.84,0.126919
0.86,0.111049
0.88,0.0951813
0.9,0.0793153
0.92,0.0634506
0.94,0.047587
0.96,0.0317242
0.98,0.015862
1,0
