x,T
0,0.697337
0.02,0.682899
0.04,0.66849
0.06,0.654109
0.08,0.639757
0.1,0.625431
0.12,0.611133
0.14,0.596861
0.16,0.582614
0.18,0.568393
0.2,0.554196
0.22,0.540024
0.24,0.525875
0.26,0.511749
0.28,0.497646
0.3,0.483565
0.32,0.469506
0.34,0.455467
0.36,0.441448
0.38,0.427449
0.4,0.41347
0.42,0.399509
0.44,0.385565
0.46,0.37164
0.48,0.357731
0.5,0.343838
0.52,0.329961
0.54,0.316099
0.56,0.302251
0.58,0.288418
0.6,0.274597
0.62,0.260789
0.64,0.246993
0.66,0.233208
0.68,0.219434
0.7,0.20567
0.72,0.191916
0.74,0.17817
0.76,0.164433
0.78,0.150704
0.8,0.136981
0.82,0.123265
0.84,0.109554
0.86,0.0958488
0.88,0.0821479
0.9,0.0684507
0.92,0.0547567
0.94,0.0410653
0.96,0.0273758
0.98,0.0136876
1,0
