x,T
0,0.223602
0.02,0.203066
0.04,0.184598
0.06,0.16796
0.08,0.152948
0.1,0.139384
0.12,0.127113
0.14,0.115998
0.16,0.105918
0.18,0.0967693
0.2,0.0884568
0.22,0.0808975
0.24,0.0740174
0.26,0.0677505
0.28,0.0620377
0.3,0.0568262
0.32,0.0520686
0.34,0.0477224
0.36,0.0437493
0.38,0.0401147
0.4,0.0367876
0.42,0.0337398
0.44,0.0309459
0.46,0.0283829
0.48,0.0260299
0.5,0.023868
0.52,0.0218799
0.54,0.02005
0.56,0.0183641
0.58,0.0168092
0.6,0.0153734
0.62,0.0140459
0.64,0.0128169
0.66,0.0116773
0.68,0.0106188
0.7,0.00963383
0.72,0.00871541
0.74,0.00785713
0.76,0.0070531
0.78,0.00629788
0.8,0.00558648
0.82,0.00491426
0.84,0.00427695
0.86,0.00367059
0.88,0.0030915
0.9,0.00253627
0.92,0.00200174
0.94,0.00148493
0.96,0.00098309
0.98,0.000490438
1,0
