x,T
0,0.62908
0.02,0.615754
0.04,0.602472
0.06,0.589232
0.08,0.576034
0.1,0.562877
0.12,0.549761
0.14,0.536684
0.16,0.523647
0.18,0.510647
0.2,0.497685
0.22,0.484759
0.24,0.471869
0.26,0.459015
0.28,0.446194
0.3,0.433407
0.32,0.420652
0.34,0.407929
0.36,0.395237
0.38,0.382575
0.4,0.369942
0.42,0.357337
0.44,0.34476
0.46,0.332209
0.48,0.319684
0.5,0.307184
0.52,0.294707
0.54,0.282254
0.56,0.269822
0.58,0.257412
0.6,0.245022
0.62,0.232651
0.64,0.220298
0.66,0.207963
0.68,0.195644
0.7,0.183341
0.72,0.171052
0.74,0.158777
0.76,0.146515
0.78,0.134264
0.8,0.122024
0.82,0.109794
0.84,0.0975723
0.86,0.0853586
0.88,0.0731518
0.9,0.0609509
0.92,0.0487548
0.94,0.0365627
0.96,0.0243735
0.98,0.0121863
1,0
