x,T
0,0.528302
0.02,0.514911
0.04,0.501833
0.06,0.489061
0.08,0.476585
0.1,0.464399
0.12,0.452495
0.14,0.440866
0.16,0.429322
0.18,0.417862
0.2,0.406487
0.22,0.395193
0.24,0.383981
0.26,0.372848
0.28,0.361792
0.3,0.350813
0.32,0.339909
0.34,0.329078
0.36,0.318319
0.38,0.30763
0.4,0.297008
0.42,0.286453
0.44,0.275962
0.46,0.265534
0.48,0.255167
0.5,0.244858
0.52,0.234606
0.54,0.22441
0.56,0.214265
0.58,0.204172
0.6,0.194127
0.62,0.184129
0.64,0.174175
0.66,0.164263
0.68,0.154391
0.7,0.144557
0.72,0.134758
0.74,0.124993
0.76,0.115258
0.78,0.105552
0.8,0.0958726
0.82,0.0862168
0.84,0.0765827
0.86,0.0669677
0.88,0.0573695
0.9,0.0477858
0.92,0.0382142
0.94,0.0286522
0.96,0.0190974
0.98,0.00954751
1,0
