x,T
0,0.767225
0.02,0.751593
0.04,0.735977
0.06,0.720379
0.08,0.704797
0.1,0.68923
0.12,0.67368
0.14,0.658145
0.16,0.642625
0.18,0.627121
0.2,0.61163
0.22,0.596154
0.24,0.580692
0.26,0.565243
0.28,0.549807
0.3,0.534385
0.32,0.518975
0.34,0.503577
0.36,0.488191
0.38,0.472816
0.4,0.457453
0.42,0.4421
0.44,0.426758
0.46,0.411427
0.48,0.396105
0.5,0.380792
0.52,0.365488
0.54,0.350194
0.56,0.334907
0.58,0.319629
0.6,0.304358
0.62,0.289095
0.64,0.273839
0.66,0.258589
0.68,0.243345
0.7,0.228108
0.72,0.212876
0.74,0.197649
0.76,0.182426
0.78,0.167209
0.8,0.151995
0.82,0.136785
0.84,0.121578
0.86,0.106375
0.88,0.0911734
0.9,0.0759744
0.92,0.0607773
0.94,0.0455817
0.96,0.0303872
0.98,0.0151934
1,0
