x,T
0,0.34555
0.02,0.328062
0.04,0.311515
0.06,0.295848
0.08,0.281005
0.1,0.266935
0.12,0.25359
0.14,0.240925
0.16,0.228899
0.18,0.217475
0.2,0.206615
0.22,0.196288
0.24,0.18646
0.26,0.177104
0.28,0.168191
0.3,0.159697
0.32,0.151597
0.34,0.143868
0.36,0.13649
0.38,0.129442
0.4,0.122706
0.42,0.116264
0.44,0.110099
0.46,0.104195
0.48,0.0985392
0.5,0.0931158
0.52,0.0879123
0.54,0.0829162
0.56,0.0781157
0.58,0.0734998
0.6,0.069058
0.62,0.0647804
0.64,0.0606575
0.66,0.0566805
0.68,0.052841
0.7,0.0491311
0.72,0.0455431
0.74,0.0420473
0.76,0.0386054
0.78,0.0352134
0.8,0.031867
0.82,0.0285621
0.84,0.0252945
0.86,0.0220602
0.88,0.0188548
0.9,0.0156743
0.92,0.0125146
0.94,0.00937142
0.96,0.0062407
0.98,0.00311828
1,0
