x,T
0,0.548736
0.02,0.536192
0.04,0.523918
0.06,0.511752
0.08,0.499655
0.1,0.487628
0.12,0.47567
0.14,0.463779
0.16,0.451956
0.18,0.4402
0.2,0.428509
0.22,0.416883
0.24,0.405321
0.26,0.393822
0.28,0.382385
0.3,0.371009
0.32,0.359693
0.34,0.348436
0.36,0.337236
0.38,0.326092
0.4,0.315003
0.42,0.303968
0.44,0.292985
0.46,0.282053
0.48,0.27117
0.5,0.260335
0.52,0.249547
0.54,0.238803
0.56,0.228102
0.58,0.217443
0.6,0.206823
0.62,0.196242
0.64,0.185697
0.66,0.175186
0.68,0.164709
0.7,0.154262
0.72,0.143845
0.74,0.133455
0.76,0.12309
0.78,0.112749
0.8,0.10243
0.82,0.0921302
0.84,0.0818484
0.86,0.0715825
0.88,0.0613305
0.9,0.0510905
0.92,0.0408604
0.94,0.0306383
0.96,0.0204222
0.98,0.0102101
1,0
