x,T
0,0.715262
0.02,0.700523
0.04,0.68581
0.06,0.671122
0.08,0.656458
0.1,0.641819
0.12,0.627203
0.14,0.61261
0.16,0.598041
0.18,0.583493
0.2,0.568967
0.22,0.554463
0.24,0.53998
0.26,0.525517
0.28,0.511074
0.3,0.49665
0.32,0.482245
0.34,0.467859
0.36,0.453491
0.38,0.43914
0.4,0.424806
0.42,0.410488
0.44,0.396186
0.46,0.381899
0.48,0.367628
0.5,0.35337
0.52,0.339127
0.54,0.324896
0.56,0.310678
0.58,0.296473
0.6,0.282279
0.62,0.268096
0.64,0.253924
0.66,0.239762
0.68,0.225609
0.7,0.211465
0.72,0.197329
0.74,0.183202
0.76,0.169081
0.78,0.154967
0.8,0.14086
0.82,0.126758
0.84,0.112661
0.86,0.0985686
0.88,0.08448
0.9,0.0703949
0.92,0.0563125
0.94,0.0422324
0.96,0.028154
0.98,0.0140767
1,0
