x,T
0,0.603175
0.02,0.590253
0.04,0.57738
0.06,0.564557
0.08,0.551781
0.1,0.539053
0.12,0.526371
0.14,0.513735
0.16,0.501143
0.18,0.488595
0.2,0.476091
0.22,0.463628
0.24,0.451207
0.26,0.438827
0.28,0.426485
0.3,0.414182
0.32,0.401917
0.34,0.389689
0.36,0.377496
0.38,0.365338
0.4,0.353213
0.42,0.341122
0.44,0.329062
0.46,0.317033
0.48,0.305033
0.5,0.293063
0.52,0.28112
0.54,0.269204
0.56,0.257313
0.58,0.245447
0.6,0.233605
0.62,0.221785
0.64,0.209986
0.66,0.198208
0.68,0.186448
0.7,0.174707
0.72,0.162983
0.74,0.151275
0.76,0.139581
0.78,0.127901
0.8,0.116234
0.82,0.104578
0.84,0.0929324
0.86,0.0812958
0.88,0.0696672
0.9,0.0580455
0.92,0.0464296
0.94,0.0348182
0.96,0.0232102
0.98,0.0116045
1,0
