x,T
0,0.763705
0.02,0.748134
0.04,0.732581
0.06,0.717045
0.08,0.701525
0.1,0.686023
0.12,0.670536
0.14,0.655066
0.16,0.639611
0.18,0.624172
0.2,0.608747
0.22,0.593337
0.24,0.577942
0.26,0.56256
0.28,0.547192
0.3,0.531838
0.32,0.516496
0.34,0.501167
0.36,0.48585
0.38,0.470545
0.4,0.455251
0.42,0.439969
0.44,0.424697
0.46,0.409436
0.48,0.394185
0.5,0.378944
0.52,0.363712
0.54,0.348489
0.56,0.333275
0.58,0.318069
0.6,0.302871
0.62,0.287681
0.64,0.272498
0.66,0.257321
0.68,0.242151
0.7,0.226987
0.72,0.211829
0.74,0.196676
0.76,0.181528
0.78,0.166385
0.8,0.151246
0.82,0.13611
0.84,0.120978
0.86,0.105849
0.88,0.090723
0.9,0.075599
0.92,0.0604769
0.94,0.0453564
0.96,0.0302369
0.98,0.0151183
1,0
