x,T
0,0.740125
0.02,0.724962
0.04,0.709821
0.06,0.6947
0.08,0.6796
0.1,0.664521
0.12,0.64946
0.14,0.63442
0.16,0.619398
0.18,0.604394
0.2,0.589409
0.22,0.574442
0.24,0.559492
0.26,0.544558
0.28,0.529642
0.3,0.514741
0.32,0.499856
0.34,0.484987
0.36,0.470132
0.38,0.455292
0.4,0.440466
0.42,0.425653
0.44,0.410853
0.46,0.396067
0.48,0.381292
0.5,0.366529
0.52,0.351778
0.54,0.337038
0.56,0.322308
0.58,0.307588
0.6,0.292878
0.62,0.278177
0.64,0.263485
0.66,0.248801
0.68,0.234125
0.7,0.219456
0.72,0.204795
0.74,0.190139
0.76,0.17549
0.78,0.160846
0.8,0.146208
0.82,0.131574
0.84,0.116944
0.86,0.102318
0.88,0.087695
0.9,0.0730749
0.92,0.0584571
0.94,0.0438412
0.96,0.0292267
0.98,0.0146131
1,0
