x,T
0,0.668435
0.02,0.654475
0.04,0.64055
0.06,0.626658
0.08,0.6128
0.1,0.598975
0.12,0.585182
0.14,0.571421
0.16,0.557691
0.18,0.543991
0.2,0.530321
0.22,0.516679
0.24,0.503067
0.26,0.489482
0.28,0.475924
0.3,0.462393
0.32,0.448888
0.34,0.435408
0.36,0.421952
0.38,0.40852
0.4,0.395111
0.42,0.381725
0.44,0.36836
0.46,0.355017
0.48,0.341693
0.5,0.328389
0.52,0.315104
0.54,0.301838
0.56,0.288588
0.58,0.275356
0.6,0.262139
0.62,0.248937
0.64,0.23575
0.66,0.222577
0.68,0.209417
0.7,0.196269
0.72,0.183132
0.74,0.170006
0.76,0.15689
0.78,0.143784
0.8,0.130685
0.82,0.117595
0.84,0.104511
0.86,0.0914339
0.88,0.0783619
0.9,0.0652945
0.92,0.052231
0.94,0.0391705
0.96,0.0261124
0.98,0.0130558
1,0
