x,T
0,0.378109
0.02,0.361288
0.04,0.345242
0.06,0.329925
0.08,0.315299
0.1,0.301325
0.12,0.287967
0.14,0.275192
0.16,0.262968
0.18,0.251268
0.2,0.240062
0.22,0.229324
0.24,0.219032
0.26,0.209161
0.28,0.199689
0.3,0.190597
0.32,0.181865
0.34,0.173475
0.36,0.165409
0.38,0.157652
0.4,0.150187
0.42,0.142999
0.44,0.136077
0.46,0.129405
0.48,0.122971
0.5,0.116765
0.52,0.110773
0.54,0.104987
0.56,0.0993954
0.58,0.0939888
0.6,0.0887582
0.62,0.0836949
0.64,0.0787906
0.66,0.0740064
0.68,0.0692918
0.7,0.0646428
0.72,0.0600553
0.74,0.0555252
0.76,0.0510484
0.78,0.0466209
0.8,0.0422386
0.82,0.0378974
0.84,0.0335933
0.86,0.029322
0.88,0.0250796
0.9,0.0208619
0.92,0.0166648
0.94,0.0124842
0.96,0.00831591
0.98,0.00415589
1,0
