x,T
0,0.509804
0.02,0.49577
0.04,0.482091
0.06,0.468757
0.08,0.455757
0.1,0.443082
0.12,0.430722
0.14,0.418668
0.16,0.406911
0.18,0.395444
0.2,0.384257
0.22,0.373343
0.24,0.362523
0.26,0.351795
0.28,0.341158
0.3,0.330611
0.32,0.32015
0.34,0.309775
0.36,0.299483
0.38,0.289271
0.4,0.279138
0.42,0.269082
0.44,0.2591
0.46,0.249191
0.48,0.239351
0.5,0.22958
0.52,0.219873
0.54,0.210229
0.56,0.200646
0.58,0.191121
0.6,0.181652
0.62,0.172236
0.64,0.162871
0.66,0.153554
0.68,0.144282
0.7,0.135054
0.72,0.125866
0.74,0.116717
0.76,0.107602
0.78,0.0985199
0.8,0.0894678
0.82,0.080443
0.84,0.0714428
0.86,0.0624645
0.88,0.0535053
0.9,0.0445626
0.92,0.0356336
0.94,0.0267156
0.96,0.0178058
0.98,0.00890153
1,0
