x,T
0,0.717833
0.02,0.703051
0.04,0.688293
0.06,0.673561
0.08,0.658852
0.1,0.644168
0.12,0.629506
0.14,0.614867
0.16,0.600251
0.18,0.585657
0.2,0.571084
0.22,0.556532
0.24,0.542
0.26,0.527489
0.28,0.512997
0.3,0.498524
0.32,0.48407
0.34,0.469634
0.36,0.455215
0.38,0.440813
0.4,0.426428
0.42,0.412059
0.44,0.397706
0.46,0.383368
0.48,0.369044
0.5,0.354734
0.52,0.340438
0.54,0.326155
0.56,0.311884
0.58,0.297625
0.6,0.283378
0.62,0.269141
0.64,0.254915
0.66,0.240699
0.68,0.226492
0.7,0.212294
0.72,0.198104
0.74,0.183921
0.76,0.169746
0.78,0.155577
0.8,0.141415
0.82,0.127258
0.84,0.113105
0.86,0.0989575
0.88,0.0848136
0.9,0.0706729
0.92,0.056535
0.94,0.0423993
0.96,0.0282653
0.98,0.0141324
1,0
