x,T
0,0.772313
0.02,0.756592
0.04,0.740886
0.06,0.725197
0.08,0.709524
0.1,0.693865
0.12,0.678222
0.14,0.662594
0.16,0.64698
0.18,0.631381
0.2,0.615795
0.22,0.600223
0.24,0.584664
0.26,0.569118
0.28,0.553585
0.3,0.538064
0.32,0.522555
0.34,0.507058
0.36,0.491572
0.38,0.476097
0.4,0.460633
0.42,0.445179
0.44,0.429735
0.46,0.414301
0.48,0.398876
0.5,0.38346
0.52,0.368053
0.54,0.352655
0.56,0.337264
0.58,0.321881
0.6,0.306505
0.62,0.291137
0.64,0.275775
0.66,0.260419
0.68,0.245069
0.7,0.229725
0.72,0.214386
0.74,0.199052
0.76,0.183723
0.78,0.168398
0.8,0.153077
0.82,0.137759
0.84,0.122444
0.86,0.107133
0.88,0.0918234
0.9,0.0765163
0.92,0.0612109
0.94,0.0459069
0.96,0.030604
0.98,0.0153018
1,0
