x,T
0,0.610592
0.02,0.597556
0.04,0.584568
0.06,0.571627
0.08,0.558732
0.1,0.545882
0.12,0.533077
0.14,0.520316
0.16,0.507598
0.18,0.494923
0.2,0.482288
0.22,0.469694
0.24,0.45714
0.26,0.444624
0.28,0.432147
0.3,0.419706
0.32,0.407301
0.34,0.394932
0.36,0.382597
0.38,0.370295
0.4,0.358025
0.42,0.345787
0.44,0.333579
0.46,0.321401
0.48,0.309251
0.5,0.297129
0.52,0.285033
0.54,0.272962
0.56,0.260917
0.58,0.248895
0.6,0.236895
0.62,0.224916
0.64,0.212959
0.66,0.20102
0.68,0.1891
0.7,0.177197
0.72,0.16531
0.74,0.153439
0.76,0.141581
0.78,0.129737
0.8,0.117904
0.82,0.106083
0.84,0.0942712
0.86,0.0824682
0.88,0.0706728
0.9,0.058884
0.92,0.0471006
0.94,0.0353217
0.96,0.0235459
0.98,0.0117724
1,0
