x,T
0,0.570447
0.02,0.557984
0.04,0.54558
0.06,0.533233
0.08,0.520943
0.1,0.50871
0.12,0.496531
0.14,0.484408
0.16,0.472338
0.18,0.460321
0.2,0.448356
0.22,0.436442
0.24,0.424578
0.26,0.412764
0.28,0.400999
0.3,0.38928
0.32,0.377609
0.34,0.365983
0.36,0.354401
0.38,0.342863
0.4,0.331367
0.42,0.319912
0.44,0.308497
0.46,0.297122
0.48,0.285784
0.5,0.274483
0.52,0.263217
0.54,0.251985
0.56,0.240787
0.58,0.22962
0.6,0.218483
0.62,0.207376
0.64,0.196296
0.66,0.185243
0.68,0.174215
0.7,0.16321
0.72,0.152228
0.74,0.141267
0.76,0.130325
0.78,0.119401
0.8,0.108493
0.82,0.0976005
0.84,0.0867216
0.86,0.0758549
0.88,0.0649987
0.9,0.0541516
0.92,0.0433122
0.94,0.0324788
0.96,0.02165
0.98,0.0108242
1,0
