x,T
0,0.797407
0.02,0.781241
0.04,0.765089
0.06,0.748949
0.08,0.732821
0.1,0.716706
0.12,0.700603
0.14,0.684511
0.16,0.668431
0.18,0.652362
0.2,0.636304
0.22,0.620257
0.24,0.60422
0.26,0.588193
0.28,0.572177
0.3,0.55617
0.32,0.540172
0.34,0.524184
0.36,0.508205
0.38,0.492234
0.4,0.476272
0.42,0.460318
0.44,0.444372
0.46,0.428433
0.48,0.412502
0.5,0.396578
0.52,0.380661
0.54,0.364751
0.56,0.348846
0.58,0.332948
0.6,0.317056
0.62,0.301169
0.64,0.285287
0.66,0.26941
0.68,0.253538
0.7,0.237671
0.72,0.221807
0.74,0.205948
0.76,0.190092
0.78,0.174239
0.8,0.158389
0.82,0.142543
0.84,0.126698
0.86,0.110856
0.88,0.0950159
0.9,0.0791774
0.92,0.0633402
0.94,0.0475042
0.96,0.031669
0.98,0.0158344
1,0
