x,T
0,0.799358
0.02,0.783158
0.04,0.76697
0.06,0.750795
0.08,0.734632
0.1,0.718481
0.12,0.702341
0.14,0.686214
0.16,0.670097
0.18,0.653991
0.2,0.637896
0.22,0.621812
0.24,0.605738
0.26,0.589674
0.28,0.57362
0.3,0.557575
0.32,0.541539
0.34,0.525513
0.36,0.509495
0.38,0.493486
0.4,0.477485
0.42,0.461492
0.44,0.445507
0.46,0.429529
0.48,0.413559
0.5,0.397595
0.52,0.381639
0.54,0.365688
0.56,0.349744
0.58,0.333806
0.6,0.317873
0.62,0.301946
0.64,0.286024
0.66,0.270107
0.68,0.254195
0.7,0.238286
0.72,0.222382
0.74,0.206482
0.76,0.190585
0.78,0.174692
0.8,0.158801
0.82,0.142913
0.84,0.127028
0.86,0.111145
0.88,0.0952632
0.9,0.0793835
0.92,0.0635052
0.94,0.0476279
0.96,0.0317515
0.98,0.0158756
1,0
