x,T
0,0.584718
0.02,0.572068
0.04,0.559472
0.06,0.54693
0.08,0.534441
0.1,0.522004
0.12,0.509618
0.14,0.497282
0.16,0.484996
0.18,0.472758
0.2,0.460568
0.22,0.448425
0.24,0.436327
0.26,0.424275
0.28,0.412266
0.3,0.4003
0.32,0.388377
0.34,0.376494
0.36,0.364651
0.38,0.352847
0.4,0.341081
0.42,0.329352
0.44,0.317658
0.46,0.305999
0.48,0.294374
0.5,0.282781
0.52,0.271219
0.54,0.259688
0.56,0.248185
0.58,0.236711
0.6,0.225263
0.62,0.21384
0.64,0.202442
0.66,0.191067
0.68,0.179713
0.7,0.168381
0.72,0.157067
0.74,0.145772
0.76,0.134493
0.78,0.123231
0.8,0.111982
0.82,0.100747
0.84,0.0895229
0.86,0.0783096
0.88,0.0671054
0.9,0.0559092
0.92,0.0447195
0.94,0.033535
0.96,0.0223545
0.98,0.0111766
1,0
