x,T
0,0.709977
0.02,0.695327
0.04,0.680704
0.06,0.666107
0.08,0.651535
0.1,0.636989
0.12,0.622467
0.14,0.607969
0.16,0.593495
0.18,0.579044
0.2,0.564615
0.22,0.550209
0.24,0.535824
0.26,0.521461
0.28,0.507118
0.3,0.492796
0.32,0.478493
0.34,0.464209
0.36,0.449944
0.38,0.435697
0.4,0.421467
0.42,0.407255
0.44,0.393059
0.46,0.378878
0.48,0.364714
0.5,0.350564
0.52,0.336428
0.54,0.322306
0.56,0.308197
0.58,0.294101
0.6,0.280017
0.62,0.265945
0.64,0.251884
0.66,0.237832
0.68,0.223791
0.7,0.209759
0.72,0.195736
0.74,0.181721
0.76,0.167713
0.78,0.153713
0.8,0.139718
0.82,0.12573
0.84,0.111747
0.86,0.0977681
0.88,0.0837937
0.9,0.0698227
0.92,0.0558547
0.94,0.041889
0.96,0.027925
0.98,0.0139622
1,0
