x,T
0,0.769797
0.02,0.75412
0.04,0.738459
0.06,0.722815
0.08,0.707186
0.1,0.691574
0.12,0.675976
0.14,0.660394
0.16,0.644827
0.18,0.629274
0.2,0.613736
0.22,0.598211
0.24,0.5827
0.26,0.567202
0.28,0.551717
0.3,0.536245
0.32,0.520785
0.34,0.505337
0.36,0.4899
0.38,0.474475
0.4,0.459061
0.42,0.443657
0.44,0.428264
0.46,0.41288
0.48,0.397506
0.5,0.382141
0.52,0.366785
0.54,0.351438
0.56,0.336099
0.58,0.320768
0.6,0.305444
0.62,0.290127
0.64,0.274818
0.66,0.259514
0.68,0.244217
0.7,0.228926
0.72,0.21364
0.74,0.198359
0.76,0.183082
0.78,0.16781
0.8,0.152542
0.82,0.137278
0.84,0.122016
0.86,0.106758
0.88,0.0915021
0.9,0.0762484
0.92,0.0609966
0.94,0.0457462
0.96,0.0304968
0.98,0.0152482
1,0
