x,T
0,0.671916
0.02,0.657899
0.04,0.643916
0.06,0.629966
0.08,0.616049
0.1,0.602164
0.12,0.58831
0.14,0.574488
0.16,0.560696
0.18,0.546933
0.2,0.5332
0.22,0.519495
0.24,0.505818
0.26,0.492169
0.28,0.478545
0.3,0.464948
0.32,0.451376
0.34,0.437829
0.36,0.424306
0.38,0.410805
0.4,0.397328
0.42,0.383872
0.44,0.370438
0.46,0.357024
0.48,0.34363
0.5,0.330255
0.52,0.316899
0.54,0.303561
0.56,0.290239
0.58,0.276934
0.6,0.263644
0.62,0.250369
0.64,0.237109
0.66,0.223862
0.68,0.210627
0.7,0.197405
0.72,0.184194
0.74,0.170993
0.76,0.157802
0.78,0.14462
0.8,0.131446
0.82,0.11828
0.84,0.105121
0.86,0.0919676
0.88,0.0788196
0.9,0.0656761
0.92,0.0525363
0.94,0.0393996
0.96,0.0262651
0.98,0.0131322
1,0
