x,T
0,0.757282
0.02,0.741822
0.04,0.726382
0.06,0.71096
0.08,0.695555
0.1,0.680168
0.12,0.664798
0.14,0.649445
0.16,0.634109
0.18,0.618789
0.2,0.603484
0.22,0.588195
0.24,0.572921
0.26,0.557662
0.28,0.542417
0.3,0.527186
0.32,0.511969
0.34,0.496765
0.36,0.481574
0.38,0.466396
0.4,0.45123
0.42,0.436075
0.44,0.420932
0.46,0.405801
0.48,0.390679
0.5,0.375568
0.52,0.360467
0.54,0.345376
0.56,0.330294
0.58,0.31522
0.6,0.300155
0.62,0.285098
0.64,0.270048
0.66,0.255005
0.68,0.23997
0.7,0.224941
0.72,0.209917
0.74,0.1949
0.76,0.179887
0.78,0.16488
0.8,0.149877
0.82,0.134877
0.84,0.119882
0.86,0.10489
0.88,0.0899002
0.9,0.0749131
0.92,0.0599281
0.94,0.0449446
0.96,0.0299624
0.98,0.014981
1,0
