x,T
0,0.675325
0.02,0.661252
0.04,0.647212
0.06,0.633205
0.08,0.619229
0.1,0.605286
0.12,0.591373
0.14,0.57749
0.16,0.563638
0.18,0.549814
0.2,0.536019
0.22,0.522252
0.24,0.508512
0.26,0.494798
0.28,0.481111
0.3,0.467449
0.32,0.453812
0.34,0.440198
0.36,0.426609
0.38,0.413042
0.4,0.399497
0.42,0.385974
0.44,0.372471
0.46,0.358989
0.48,0.345525
0.5,0.332081
0.52,0.318655
0.54,0.305246
0.56,0.291854
0.58,0.278478
0.6,0.265117
0.62,0.25177
0.64,0.238438
0.66,0.225119
0.68,0.211812
0.7,0.198517
0.72,0.185232
0.74,0.171958
0.76,0.158694
0.78,0.145438
0.8,0.132191
0.82,0.118951
0.84,0.105717
0.86,0.0924897
0.88,0.0792673
0.9,0.0660493
0.92,0.052835
0.94,0.0396237
0.96,0.0264146
0.98,0.0132069
1,0
