x,T
0,0.390244
0.02,0.373651
0.04,0.35778
0.06,0.342591
0.08,0.328048
0.1,0.314118
0.12,0.300768
0.14,0.287968
0.16,0.27569
0.18,0.263908
0.2,0.252597
0.22,0.241733
0.24,0.231294
0.26,0.221259
0.28,0.211608
0.3,0.202322
0.32,0.193383
0.34,0.184776
0.36,0.176483
0.38,0.168489
0.4,0.160781
0.42,0.153345
0.44,0.146167
0.46,0.139236
0.48,0.132539
0.5,0.126067
0.52,0.119807
0.54,0.11375
0.56,0.107888
0.58,0.102209
0.6,0.0967064
0.62,0.0913713
0.64,0.0861124
0.66,0.0809263
0.68,0.075809
0.7,0.0707565
0.72,0.0657648
0.74,0.0608299
0.76,0.0559477
0.78,0.0511141
0.8,0.0463252
0.82,0.0415769
0.84,0.0368652
0.86,0.0321859
0.88,0.0275351
0.9,0.0229086
0.92,0.0183025
0.94,0.0137126
0.96,0.00913499
0.98,0.00456546
1,0
