x,T
0,0.691358
0.02,0.67702
0.04,0.662712
0.06,0.648433
0.08,0.634184
0.1,0.619962
0.12,0.605769
0.14,0.591603
0.16,0.577464
0.18,0.563351
0.2,0.549263
0.22,0.535201
0.24,0.521164
0.26,0.50715
0.28,0.49316
0.3,0.479193
0.32,0.465248
0.34,0.451325
0.36,0.437423
0.38,0.423542
0.4,0.40968
0.42,0.395838
0.44,0.382015
0.46,0.368209
0.48,0.354422
0.5,0.340651
0.52,0.326896
0.54,0.313157
0.56,0.299433
0.58,0.285723
0.6,0.272027
0.62,0.258344
0.64,0.244674
0.66,0.231016
0.68,0.217368
0.7,0.203731
0.72,0.190105
0.74,0.176487
0.76,0.162878
0.78,0.149277
0.8,0.135683
0.82,0.122096
0.84,0.108515
0.86,0.0949386
0.88,0.0813673
0.9,0.0678
0.92,0.054236
0.94,0.0406747
0.96,0.0271154
0.98,0.0135573
1,0
