x,T
0,0.778761
0.02,0.762926
0.04,0.747106
0.06,0.731302
0.08,0.715512
0.1,0.699737
0.12,0.683976
0.14,0.66823
0.16,0.652496
0.18,0.636777
0.2,0.62107
0.22,0.605376
0.24,0.589695
0.26,0.574025
0.28,0.558368
0.3,0.542723
0.32,0.527088
0.34,0.511465
0.36,0.495852
0.38,0.48025
0.4,0.464658
0.42,0.449076
0.44,0.433503
0.46,0.417939
0.48,0.402384
0.5,0.386838
0.52,0.3713
0.54,0.355769
0.56,0.340246
0.58,0.324731
0.6,0.309222
0.62,0.29372
0.64,0.278225
0.66,0.262735
0.68,0.247251
0.7,0.231772
0.72,0.216298
0.74,0.200829
0.76,0.185364
0.78,0.169903
0.8,0.154445
0.82,0.138991
0.84,0.12354
0.86,0.108092
0.88,0.0926459
0.9,0.0772019
0.92,0.0617595
0.94,0.0463185
0.96,0.0308784
0.98,0.015439
1,0
