x,T
0,0.476987
0.02,0.462056
0.04,0.447561
0.06,0.433485
0.08,0.419815
0.1,0.406535
0.12,0.393632
0.14,0.381093
0.16,0.368905
0.18,0.357056
0.2,0.345534
0.22,0.334328
0.24,0.323428
0.26,0.312823
0.28,0.302504
0.3,0.292461
0.32,0.282685
0.34,0.273167
0.36,0.263809
0.38,0.254548
0.4,0.245381
0.42,0.236307
0.44,0.227322
0.46,0.218423
0.48,0.209608
0.5,0.200874
0.52,0.192217
0.54,0.183636
0.56,0.175127
0.58,0.166687
0.6,0.158313
0.62,0.150002
0.64,0.141752
0.66,0.133559
0.68,0.12542
0.7,0.117332
0.72,0.109292
0.74,0.101297
0.76,0.0933441
0.78,0.0854294
0.8,0.07755
0.82,0.0697029
0.84,0.0618849
0.86,0.0540926
0.88,0.046323
0.9,0.0385728
0.92,0.0308388
0.94,0.0231178
0.96,0.0154065
0.98,0.00770161
1,0
