x,T
0,0.631268
0.02,0.617908
0.04,0.60459
0.06,0.591315
0.08,0.57808
0.1,0.564887
0.12,0.551733
0.14,0.538619
0.16,0.525543
0.18,0.512505
0.2,0.499504
0.22,0.486539
0.24,0.473609
0.26,0.460714
0.28,0.447852
0.3,0.435024
0.32,0.422228
0.34,0.409463
0.36,0.396728
0.38,0.384023
0.4,0.371347
0.42,0.358699
0.44,0.346078
0.46,0.333484
0.48,0.320914
0.5,0.308369
0.52,0.295847
0.54,0.283349
0.56,0.270872
0.58,0.258415
0.6,0.245979
0.62,0.233562
0.64,0.221163
0.66,0.208781
0.68,0.196415
0.7,0.184064
0.72,0.171728
0.74,0.159406
0.76,0.147095
0.78,0.134797
0.8,0.122509
0.82,0.11023
0.84,0.0979607
0.86,0.0856987
0.88,0.0734435
0.9,0.061194
0.92,0.0489494
0.94,0.0367087
0.96,0.0244708
0.98,0.0122349
1,0
