x,T
0,0.725275
0.02,0.710366
0.04,0.695481
0.06,0.68062
0.08,0.665781
0.1,0.650965
0.12,0.636171
0.14,0.621398
0.16,0.606647
0.18,0.591916
0.2,0.577206
0.22,0.562516
0.24,0.547845
0.26,0.533193
0.28,0.518559
0.3,0.503944
0.32,0.489346
0.34,0.474765
0.36,0.460201
0.38,0.445653
0.4,0.431121
0.42,0.416604
0.44,0.402102
0.46,0.387614
0.48,0.373139
0.5,0.358678
0.52,0.34423
0.54,0.329794
0.56,0.31537
0.58,0.300957
0.6,0.286555
0.62,0.272163
0.64,0.257782
0.66,0.243409
0.68,0.229045
0.7,0.21469
0.72,0.200342
0.74,0.186001
0.76,0.171667
0.78,0.15734
0.8,0.143018
0.82,0.128701
0.84,0.114389
0.86,0.100082
0.88,0.0857775
0.9,0.0714765
0.92,0.0571781
0.94,0.0428817
0.96,0.0285869
0.98,0.0142932
1,0
