x,T
0,0.429224
0.02,0.413332
0.04,0.398015
0.06,0.383249
0.08,0.369007
0.1,0.355266
0.12,0.342004
0.14,0.3292
0.16,0.316834
0.18,0.304887
0.2,0.29334
0.22,0.282176
0.24,0.27138
0.26,0.260936
0.28,0.250828
0.3,0.241044
0.32,0.231569
0.34,0.22239
0.36,0.213497
0.38,0.204876
0.4,0.196517
0.42,0.18841
0.44,0.180544
0.46,0.17291
0.48,0.165498
0.5,0.158299
0.52,0.151238
0.54,0.144266
0.56,0.137378
0.58,0.130572
0.6,0.123843
0.62,0.117189
0.64,0.110606
0.66,0.104089
0.68,0.0976361
0.7,0.0912429
0.72,0.0849057
0.74,0.078621
0.76,0.072385
0.78,0.0661941
0.8,0.0600445
0.82,0.0539326
0.84,0.0478546
0.86,0.0418067
0.88,0.0357852
0.9,0.0297864
0.92,0.0238065
0.94,0.0178416
0.96,0.0118881
0.98,0.00594217
1,0
