x,T
0,0.661247
0.02,0.647404
0.04,0.633597
0.06,0.619826
0.08,0.60609
0.1,0.592388
0.12,0.57872
0.14,0.565085
0.16,0.551482
0.18,0.537911
0.2,0.524371
0.22,0.510861
0.24,0.497381
0.26,0.48393
0.28,0.470508
0.3,0.457113
0.32,0.443745
0.34,0.430403
0.36,0.417087
0.38,0.403796
0.4,0.390529
0.42,0.377286
0.44,0.364065
0.46,0.350866
0.48,0.337689
0.5,0.324531
0.52,0.311394
0.54,0.298275
0.56,0.285175
0.58,0.272092
0.6,0.259026
0.62,0.245976
0.64,0.232941
0.66,0.21992
0.68,0.206913
0.7,0.193919
0.72,0.180936
0.74,0.167965
0.76,0.155005
0.78,0.142054
0.8,0.129111
0.82,0.116177
0.84,0.10325
0.86,0.09033
0.88,0.0774152
0.9,0.0645053
0.92,0.0515994
0.94,0.0386967
0.96,0.0257965
0.98,0.0128978
1,0
