x,T
0,0.100719
0.02,0.0782607
0.04,0.0612246
0.06,0.0481636
0.08,0.0380652
0.1,0.0302033
0.12,0.0240473
0.14,0.0192034
0.16,0.0153759
0.18,0.0123404
0.2,0.00992522
0.22,0.0079981
0.24,0.00645644
0.26,0.0052203
0.28,0.00422704
0.3,0.00342742
0.32,0.00278257
0.34,0.00226168
0.36,0.00184031
0.38,0.00149897
0.4,0.00122211
0.42,0.000997281
0.44,0.000814501
0.46,0.000665751
0.48,0.000544576
0.5,0.000445773
0.52,0.000365141
0.54,0.000299284
0.56,0.000245452
0.58,0.000201416
0.6,0.000165366
0.62,0.000135833
0.64,0.000111621
0.66,9.17576e-05
0.68,7.54487e-05
0.7,6.20472e-05
0.72,5.10243e-05
0.74,4.19474e-05
0.76,3.44627e-05
0.78,2.82796e-05
0.8,2.31596e-05
0.82,1.89064e-05
0.84,1.53577e-05
0.86,1.23794e-05
0.88,9.85945e-06
0.9,7.70441e-06
0.92,5.8353e-06
0.94,4.18486e-06
0.96,2.69509e-06
0.98,1.31523e-06
1,0
