x,T
0,0.558304
0.02,0.545962
0.04,0.533683
0.06,0.521465
0.08,0.509308
0.1,0.497211
0.12,0.485175
0.14,0.473198
0.16,0.461279
0.18,0.449419
0.2,0.437616
0.22,0.42587
0.24,0.41418
0.26,0.402545
0.28,0.390965
0.3,0.379438
0.32,0.367964
0.34,0.356541
0.36,0.345169
0.38,0.333846
0.4,0.322571
0.42,0.311344
0.44,0.300163
0.46,0.289027
0.48,0.277935
0.5,0.266885
0.52,0.255876
0.54,0.244906
0.56,0.233975
0.58,0.22308
0.6,0.212221
0.62,0.201396
0.64,0.190603
0.66,0.179841
0.68,0.169109
0.7,0.158403
0.72,0.147724
0.74,0.137069
0.76,0.126437
0.78,0.115826
0.8,0.105235
0.82,0.0946606
0.84,0.0841025
0.86,0.0735585
0.88,0.063027
0.9,0.0525062
0.92,0.0419942
0.94,0.0314894
0.96,0.02099
0.98,0.0104941
1,0
