x,T
0,0.401914
0.02,0.385534
0.04,0.369828
0.06,0.354761
0.08,0.340302
0.1,0.326419
0.12,0.313084
0.14,0.300269
0.16,0.28795
0.18,0.276102
0.2,0.264703
0.22,0.253731
0.24,0.243166
0.26,0.232988
0.28,0.223179
0.3,0.213723
0.32,0.204602
0.34,0.195802
0.36,0.187307
0.38,0.179104
0.4,0.171179
0.42,0.163519
0.44,0.156113
0.46,0.148949
0.48,0.142017
0.5,0.135305
0.52,0.128804
0.54,0.122505
0.56,0.116398
0.58,0.110476
0.6,0.104673
0.62,0.0989495
0.64,0.093301
0.66,0.0877237
0.68,0.0822136
0.7,0.076767
0.72,0.0713799
0.74,0.0660484
0.76,0.0607685
0.78,0.0555363
0.8,0.050348
0.82,0.0451995
0.84,0.0400868
0.86,0.0350061
0.88,0.0299533
0.9,0.0249245
0.92,0.0199156
0.94,0.0149227
0.96,0.0099418
0.98,0.0049689
1,0
