x,T
0,0.79062
0.02,0.774575
0.04,0.758544
0.06,0.742527
0.08,0.726523
0.1,0.710531
0.12,0.694553
0.14,0.678587
0.16,0.662634
0.18,0.646692
0.2,0.630762
0.22,0.614844
0.24,0.598936
0.26,0.58304
0.28,0.567155
0.3,0.551279
0.32,0.535414
0.34,0.519559
0.36,0.503713
0.38,0.487877
0.4,0.472049
0.42,0.45623
0.44,0.44042
0.46,0.424618
0.48,0.408824
0.5,0.393037
0.52,0.377258
0.54,0.361486
0.56,0.34572
0.58,0.329961
0.6,0.314208
0.62,0.298462
0.64,0.28272
0.66,0.266984
0.68,0.251253
0.7,0.235527
0.72,0.219805
0.74,0.204087
0.76,0.188373
0.78,0.172663
0.8,0.156956
0.82,0.141252
0.84,0.125551
0.86,0.109852
0.88,0.0941547
0.9,0.0784595
0.92,0.0627658
0.94,0.0470733
0.96,0.0313817
0.98,0.0156907
1,0
