x,T
0,0.787053
0.02,0.771071
0.04,0.755104
0.06,0.739151
0.08,0.723211
0.1,0.707285
0.12,0.691373
0.14,0.675473
0.16,0.659586
0.18,0.643711
0.2,0.627848
0.22,0.611997
0.24,0.596158
0.26,0.58033
0.28,0.564513
0.3,0.548707
0.32,0.532911
0.34,0.517126
0.36,0.50135
0.38,0.485584
0.4,0.469828
0.42,0.45408
0.44,0.438341
0.46,0.422611
0.48,0.406889
0.5,0.391174
0.52,0.375467
0.54,0.359768
0.56,0.344075
0.58,0.32839
0.6,0.31271
0.62,0.297037
0.64,0.281369
0.66,0.265707
0.68,0.250051
0.7,0.234399
0.72,0.218751
0.74,0.203108
0.76,0.187469
0.78,0.171834
0.8,0.156202
0.82,0.140573
0.84,0.124947
0.86,0.109323
0.88,0.0937014
0.9,0.0780817
0.92,0.0624635
0.94,0.0468465
0.96,0.0312305
0.98,0.0156151
1,0
