x,T
0,0.293785
0.02,0.275065
0.04,0.257642
0.06,0.241413
0.08,0.226284
0.1,0.212169
0.12,0.19899
0.14,0.186677
0.16,0.175165
0.18,0.164395
0.2,0.154313
0.22,0.144869
0.24,0.136017
0.26,0.127715
0.28,0.119924
0.3,0.112608
0.32,0.105733
0.34,0.0992703
0.36,0.0931899
0.38,0.0874658
0.4,0.0820734
0.42,0.07699
0.44,0.0721944
0.46,0.067667
0.48,0.0633893
0.5,0.0593443
0.52,0.055516
0.54,0.0518895
0.56,0.048451
0.58,0.0451874
0.6,0.0420866
0.62,0.0391372
0.64,0.0363285
0.66,0.0336506
0.68,0.0310942
0.7,0.0286505
0.72,0.0263111
0.74,0.0240685
0.76,0.0219153
0.78,0.0198448
0.8,0.0178504
0.82,0.0159262
0.84,0.0140664
0.86,0.0122425
0.88,0.0104449
0.9,0.00866974
0.92,0.00691335
0.94,0.00517193
0.96,0.00344172
0.98,0.00171899
1,0
