x,T
0,0.762808
0.02,0.747253
0.04,0.731715
0.06,0.716195
0.08,0.700692
0.1,0.685206
0.12,0.669736
0.14,0.654282
0.16,0.638843
0.18,0.623421
0.2,0.608013
0.22,0.59262
0.24,0.577241
0.26,0.561877
0.28,0.546526
0.3,0.531189
0.32,0.515864
0.34,0.500553
0.36,0.485253
0.38,0.469966
0.4,0.45469
0.42,0.439426
0.44,0.424172
0.46,0.408929
0.48,0.393696
0.5,0.378473
0.52,0.36326
0.54,0.348055
0.56,0.332859
0.58,0.317672
0.6,0.302492
0.62,0.287321
0.64,0.272156
0.66,0.256998
0.68,0.241847
0.7,0.226702
0.72,0.211563
0.74,0.196428
0.76,0.181299
0.78,0.166175
0.8,0.151055
0.82,0.135938
0.84,0.120825
0.86,0.105715
0.88,0.0906083
0.9,0.0755034
0.92,0.0604004
0.94,0.0452989
0.96,0.0301987
0.98,0.0150991
1,0
