x,T
0,0.758221
0.02,0.742745
0.04,0.727288
0.06,0.711849
0.08,0.696428
0.1,0.681024
0.12,0.665637
0.14,0.650267
0.16,0.634913
0.18,0.619576
0.2,0.604254
0.22,0.588947
0.24,0.573655
0.26,0.558378
0.28,0.543115
0.3,0.527866
0.32,0.512631
0.34,0.497409
0.36,0.4822
0.38,0.467003
0.4,0.451818
0.42,0.436645
0.44,0.421483
0.46,0.406332
0.48,0.391192
0.5,0.376062
0.52,0.360942
0.54,0.345831
0.56,0.33073
0.58,0.315637
0.6,0.300552
0.62,0.285475
0.64,0.270406
0.66,0.255344
0.68,0.240289
0.7,0.22524
0.72,0.210197
0.74,0.19516
0.76,0.180127
0.78,0.1651
0.8,0.150077
0.82,0.135058
0.84,0.120042
0.86,0.10503
0.88,0.0900205
0.9,0.0750135
0.92,0.0600084
0.94,0.0450049
0.96,0.0300026
0.98,0.0150011
1,0
