x,T
0,0.745418
0.02,0.730074
0.04,0.714756
0.06,0.699463
0.08,0.684195
0.1,0.668951
0.12,0.653731
0.14,0.638534
0.16,0.62336
0.18,0.608208
0.2,0.593078
0.22,0.577969
0.24,0.562882
0.26,0.547815
0.28,0.532767
0.3,0.51774
0.32,0.502731
0.34,0.487741
0.36,0.472769
0.38,0.457814
0.4,0.442876
0.42,0.427955
0.44,0.41305
0.46,0.39816
0.48,0.383285
0.5,0.368425
0.52,0.353578
0.54,0.338745
0.56,0.323924
0.58,0.309116
0.6,0.294319
0.62,0.279534
0.64,0.264759
0.66,0.249994
0.68,0.235239
0.7,0.220493
0.72,0.205755
0.74,0.191025
0.76,0.176303
0.78,0.161587
0.8,0.146878
0.82,0.132174
0.84,0.117475
0.86,0.102781
0.88,0.0880903
0.9,0.0734034
0.92,0.0587193
0.94,0.0440375
0.96,0.0293574
0.98,0.0146784
1,0
