x,T
0,0.796085
0.02,0.779886
0.04,0.763704
0.06,0.747538
0.08,0.731387
0.1,0.715252
0.12,0.699132
0.14,0.683027
0.16,0.666937
0.18,0.650861
0.2,0.634799
0.22,0.61875
0.24,0.602715
0.26,0.586693
0.28,0.570683
0.3,0.554686
0.32,0.538701
0.34,0.522728
0.36,0.506766
0.38,0.490815
0.4,0.474875
0.42,0.458946
0.44,0.443027
0.46,0.427117
0.48,0.411217
0.5,0.395326
0.52,0.379443
0.54,0.36357
0.56,0.347704
0.58,0.331846
0.6,0.315995
0.62,0.300152
0.64,0.284315
0.66,0.268484
0.68,0.25266
0.7,0.236841
0.72,0.221027
0.74,0.205219
0.76,0.189415
0.78,0.173616
0.8,0.15782
0.82,0.142028
0.84,0.126239
0.86,0.110453
0.88,0.0946691
0.9,0.0788876
0.92,0.0631079
0.94,0.0473297
0.96,0.0315525
0.98,0.0157761
1,0
