x,T
0,0.661247
0.02,0.647241
0.04,0.633281
0.06,0.619365
0.08,0.605493
0.1,0.591664
0.12,0.577877
0.14,0.564132
0.16,0.550427
0.18,0.536762
0.2,0.523137
0.22,0.50955
0.24,0.496
0.26,0.482488
0.28,0.469011
0.3,0.455569
0.32,0.442161
0.34,0.428787
0.36,0.415445
0.38,0.402134
0.4,0.388855
0.42,0.375605
0.44,0.362384
0.46,0.349191
0.48,0.336024
0.5,0.322884
0.52,0.309769
0.54,0.296679
0.56,0.283611
0.58,0.270566
0.6,0.257542
0.62,0.244538
0.64,0.231554
0.66,0.218588
0.68,0.205639
0.7,0.192707
0.72,0.17979
0.74,0.166888
0.76,0.153999
0.78,0.141122
0.8,0.128257
0.82,0.115401
0.84,0.102556
0.86,0.0897181
0.88,0.0768878
0.9,0.0640636
0.92,0.0512447
0.94,0.0384299
0.96,0.0256182
0.98,0.0128086
1,0
