x,T
0,0.396135
0.02,0.385621
0.04,0.37525
0.06,0.365022
0.08,0.354935
0.1,0.344987
0.12,0.335176
0.14,0.3255
0.16,0.315957
0.18,0.306546
0.2,0.297262
0.22,0.288106
0.24,0.279074
0.26,0.270164
0.28,0.261373
0.3,0.252699
0.32,0.24414
0.34,0.235693
0.36,0.227355
0.38,0.219124
0.4,0.210996
0.42,0.20297
0.44,0.195042
0.46,0.187209
0.48,0.179468
0.5,0.171817
0.52,0.164252
0.54,0.15677
0.56,0.149369
0.58,0.142044
0.6,0.134792
0.62,0.127612
0.64,0.120498
0.66,0.113448
0.68,0.106458
0.7,0.0995257
0.72,0.0926467
0.74,0.0858179
0.76,0.0790358
0.78,0.0722969
0.8,0.0655976
0.82,0.0589345
0.84,0.0523039
0.86,0.0457024
0.88,0.0391262
0.9,0.0325718
0.92,0.0260356
0.94,0.0195139
0.96,0.0130032
0.98,0.00649979
1,0
